"File","Type","Name"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\024_event_permission_tree_and_event_admin_accounts.sql","alter_table","accounts"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\024_event_permission_tree_and_event_admin_accounts.sql","function","ensure_manage_event_access_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\024_event_permission_tree_and_event_admin_accounts.sql","function","grant_event_access_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\024_event_permission_tree_and_event_admin_accounts.sql","function","has_event_permission"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\024_event_permission_tree_and_event_admin_accounts.sql","function","list_account_access_summary_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\024_event_permission_tree_and_event_admin_accounts.sql","function","list_permission_tree_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\024_event_permission_tree_and_event_admin_accounts.sql","function","revoke_event_access_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\024_match_status_playing_pending.sql","function","update_match_status_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\025_event_admin_default_event_permissions.sql","alter_table","account_event_permissions"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\025_event_admin_default_event_permissions.sql","function","event_admin_default_permissions_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\025_event_admin_default_event_permissions.sql","function","grant_event_access_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\025_event_admin_default_event_permissions.sql","index","account_event_permissions_active_permission_uidx"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\025_public_tournament_snapshot.sql","function","get_public_tournament_snapshot_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\026_event_scoped_effective_permissions.sql","function","get_current_profile"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\026_event_scoped_effective_permissions.sql","function","list_events_by_tournament_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\027_event_admin_groups_archived_visibility.sql","function","create_event_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\027_event_admin_groups_archived_visibility.sql","function","ensure_manage_event_for_tournament_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\027_event_admin_groups_archived_visibility.sql","function","event_admin_default_permissions_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\027_event_admin_groups_archived_visibility.sql","function","get_public_tournament_snapshot_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\027_event_admin_groups_archived_visibility.sql","function","grant_event_access_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\027_event_admin_groups_archived_visibility.sql","function","has_event_access"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\027_event_admin_groups_archived_visibility.sql","function","has_event_permission"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\027_event_admin_groups_archived_visibility.sql","function","list_events_by_tournament_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\027_event_admin_groups_archived_visibility.sql","function","list_permission_tree_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\028_hide_archived_workspaces.sql","function","list_accessible_workspaces_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\029_archived_admin_and_permission_session_invalidation.sql","function","grant_event_access_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\029_archived_admin_and_permission_session_invalidation.sql","function","hard_delete_event_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\029_archived_admin_and_permission_session_invalidation.sql","function","hard_delete_tournament_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\029_archived_admin_and_permission_session_invalidation.sql","function","invalidate_account_sessions_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\029_archived_admin_and_permission_session_invalidation.sql","function","list_archived_events_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\029_archived_admin_and_permission_session_invalidation.sql","function","list_archived_tournaments_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\029_archived_admin_and_permission_session_invalidation.sql","function","revoke_event_access_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\030_enforce_live_permission_revocation.sql","alter_table","active_sessions"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\030_enforce_live_permission_revocation.sql","function","p10_require_match_score_context_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\030_enforce_live_permission_revocation.sql","function","record_login_session_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\030_enforce_live_permission_revocation.sql","index","ux_active_sessions_session_token"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\031_enforce_event_permission_tree_operations.sql","function","has_event_permission"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\031_enforce_event_permission_tree_operations.sql","function","p06_require_event_admin_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\031_enforce_event_permission_tree_operations.sql","function","p10_has_event_permission_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\031_enforce_event_permission_tree_operations.sql","function","p10_normalize_event_permission_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\031_enforce_event_permission_tree_operations.sql","function","p10_require_event_admin_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\032_archived_tenant_hard_delete.sql","function","hard_delete_tenant_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\032_archived_tenant_hard_delete.sql","function","list_archived_tenants_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\033_round_set_modes.sql","function","assert_round_set_modes_change_allowed_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\033_round_set_modes.sql","function","finalize_match_score_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\033_round_set_modes.sql","function","get_match_round_key_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\033_round_set_modes.sql","function","get_match_set_mode_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\033_round_set_modes.sql","function","normalize_round_set_modes_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\033_round_set_modes.sql","function","update_event_config_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\033_round_set_modes.sql","function","update_match_set_score_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\033_round_set_modes.sql","function","validate_event_config_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\034_fix_event_config_permission_guard.sql","function","update_event_config_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\035_fix_event_config_missing_updated_at.sql","function","update_event_config_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\036_round_scoring_rules.sql","function","assert_round_set_modes_change_allowed_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\036_round_scoring_rules.sql","function","get_match_scoring_rule_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\036_round_scoring_rules.sql","function","get_match_set_mode_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\036_round_scoring_rules.sql","function","normalize_round_scoring_rules_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\036_round_scoring_rules.sql","function","normalize_round_set_modes_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\036_round_scoring_rules.sql","function","update_match_set_score_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\enterprise_completion_v1\036_round_scoring_rules.sql","function","validate_event_config_v1"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\phase_3a_index_hardening_v57_staging.sql","index","cannot"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\phase_3a_index_hardening_v57_staging.sql","index","idx_accounts_role_id"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\phase_3a_index_hardening_v57_staging.sql","index","idx_acct_event_perms_event_partial"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\phase_3a_index_hardening_v57_staging.sql","index","idx_audit_logs_tenant_id_id_desc"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\phase_3a_index_hardening_v57_staging.sql","index","idx_groups_event_id_partial"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\phase_3a_index_hardening_v57_staging.sql","index","idx_groups_tournament_id"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\phase_3a_index_hardening_v57_staging.sql","index","idx_invoices_tenant_date_desc"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\phase_3a_index_hardening_v57_staging.sql","index","idx_matches_event_id_partial"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\phase_3a_index_hardening_v57_staging.sql","index","idx_teams_event_id_partial"
"C:\Users\ADMIN\Documents\PIC_HUU\PIC_HUU\supabase\migrations\phase_3a_index_hardening_v57_staging.sql","index","idx_tenant_subscriptions_active_partial"
